/Users/zachvp/Music/DJ/moonbooter - Still Alive - 04 Eternized in Crystal.aiff	/Users/zachvp/Music/conversion output/re-encoded/moonbooter - Still Alive - 04 Eternized in Crystal.aiff	-0.84
/Users/zachvp/Music/DJ/Plus Instruments - Bodies (Unreleased Dokument).aiff	/Users/zachvp/Music/conversion output/re-encoded/Plus Instruments - Bodies (Unreleased Dokument).aiff	-0.8
/Users/zachvp/Music/DJ/3Jobbet-Porn-Sword-Tobacco.aiff	/Users/zachvp/Music/conversion output/re-encoded/3Jobbet-Porn-Sword-Tobacco.aiff	0.03
/Users/zachvp/Music/DJ/Adam Pits - Element X (Priori Remix).aiff	/Users/zachvp/Music/conversion output/re-encoded/Adam Pits - Element X (Priori Remix).aiff	0.03
/Users/zachvp/Music/DJ/Pete Seeger - 14 If I Had a Hammer (Live) (Live).aiff	/Users/zachvp/Music/conversion output/re-encoded/Pete Seeger - 14 If I Had a Hammer (Live) (Live).aiff	0.01
/Users/zachvp/Music/DJ/Senzala - Chase.aiff	/Users/zachvp/Music/conversion output/re-encoded/Senzala - Chase.aiff	-0.99
/Users/zachvp/Music/DJ/03 Midnight Walk.aiff	/Users/zachvp/Music/conversion output/re-encoded/03 Midnight Walk.aiff	-0.42
/Users/zachvp/Music/DJ/Aquilo - Part Of Your Life (Croquet Club Remix).aiff	/Users/zachvp/Music/conversion output/re-encoded/Aquilo - Part Of Your Life (Croquet Club Remix).aiff	-0.58
/Users/zachvp/Music/DJ/9370755_Origini_Ripperton_Remix.aiff	/Users/zachvp/Music/conversion output/re-encoded/9370755_Origini_Ripperton_Remix.aiff	0.04
/Users/zachvp/Music/DJ/Colette, Greens Keepers - Keep It Down (fea.aiff	/Users/zachvp/Music/conversion output/re-encoded/Colette, Greens Keepers - Keep It Down (fea.aiff	-0.05
/Users/zachvp/Music/DJ/Redeye - Resort Annexia.aiff	/Users/zachvp/Music/conversion output/re-encoded/Redeye - Resort Annexia.aiff	0.07
/Users/zachvp/Music/DJ/Olivier Deriviere - Streets of Rage 4 - 15 On Fire.aiff	/Users/zachvp/Music/conversion output/re-encoded/Olivier Deriviere - Streets of Rage 4 - 15 On Fire.aiff	0.02
/Users/zachvp/Music/DJ/14703149_Hoping_(Extended_Mix).aiff	/Users/zachvp/Music/conversion output/re-encoded/14703149_Hoping_(Extended_Mix).aiff	-0.27
/Users/zachvp/Music/DJ/Paper - Come On.aiff	/Users/zachvp/Music/conversion output/re-encoded/Paper - Come On.aiff	0.02
/Users/zachvp/Music/DJ/Thomas Ragsdale - Blüdhaven (Original Mix).aiff	/Users/zachvp/Music/conversion output/re-encoded/Thomas Ragsdale - Blüdhaven (Original Mix).aiff	-0.29
/Users/zachvp/Music/DJ/4779878_Da_Time_(Original_Mix).aiff	/Users/zachvp/Music/conversion output/re-encoded/4779878_Da_Time_(Original_Mix).aiff	-0.34
/Users/zachvp/Music/DJ/1871327_Look_Both_Ways_(Original_Mix).aiff	/Users/zachvp/Music/conversion output/re-encoded/1871327_Look_Both_Ways_(Original_Mix).aiff	-0.33
/Users/zachvp/Music/DJ/4-Coki_feat_Trixx_-_Bass___Trumpet.aif	/Users/zachvp/Music/conversion output/re-encoded/4-Coki_feat_Trixx_-_Bass___Trumpet.aif	0.02
/Users/zachvp/Music/DJ/Fred P - Enter the Dancefloor - 01 Enter the Dancefloor.aiff	/Users/zachvp/Music/conversion output/re-encoded/Fred P - Enter the Dancefloor - 01 Enter the Dancefloor.aiff	-0.21
/Users/zachvp/Music/DJ/Terranova - 01 Grounded.aiff	/Users/zachvp/Music/conversion output/re-encoded/Terranova - 01 Grounded.aiff	0.02
/Users/zachvp/Music/DJ/The Weeknd - House of Balloons - Glass Table Girls.aiff	/Users/zachvp/Music/conversion output/re-encoded/The Weeknd - House of Balloons - Glass Table Girls.aiff	-0.48
/Users/zachvp/Music/DJ/RJD2 - The Fun Ones - 08 Flocking To The Nearest Machine.aiff	/Users/zachvp/Music/conversion output/re-encoded/RJD2 - The Fun Ones - 08 Flocking To The Nearest Machine.aiff	-0.36
/Users/zachvp/Music/DJ/Motohiro Kawashima - Streets of Rage 4 - 23 Double Divas.aiff	/Users/zachvp/Music/conversion output/re-encoded/Motohiro Kawashima - Streets of Rage 4 - 23 Double Divas.aiff	0.02
/Users/zachvp/Music/DJ/haircuts for men - Beats To Listen To While Shopping At The Gap - 11 Puffer Coat.aiff	/Users/zachvp/Music/conversion output/re-encoded/haircuts for men - Beats To Listen To While Shopping At The Gap - 11 Puffer Coat.aiff	-0.58
/Users/zachvp/Music/DJ/Pete Seeger - 18 Living In The Country (Live) (Live).aiff	/Users/zachvp/Music/conversion output/re-encoded/Pete Seeger - 18 Living In The Country (Live) (Live).aiff	0.01
/Users/zachvp/Music/DJ/Pete Seeger - 213 Come All Ye Fair And Tender Ladies.aiff	/Users/zachvp/Music/conversion output/re-encoded/Pete Seeger - 213 Come All Ye Fair And Tender Ladies.aiff	0.02
/Users/zachvp/Music/DJ/875873_Township_Funk_(Crazy_P_Mix).aiff	/Users/zachvp/Music/conversion output/re-encoded/875873_Township_Funk_(Crazy_P_Mix).aiff	-0.37
/Users/zachvp/Music/DJ/15198611_Sabrina_(I_Am_A_Party)_(Original_Mix).aiff	/Users/zachvp/Music/conversion output/re-encoded/15198611_Sabrina_(I_Am_A_Party)_(Original_Mix).aiff	-2.17
/Users/zachvp/Music/DJ/Piero Pirupa - Work This Out (Original Mix).aiff	/Users/zachvp/Music/conversion output/re-encoded/Piero Pirupa - Work This Out (Original Mix).aiff	-0.27
/Users/zachvp/Music/DJ/8446769_Need_To_Feel_Loved_feat._Delline_Bass_(Seb_Fontaine_&_Jay_P's_Type_Remix).aiff	/Users/zachvp/Music/conversion output/re-encoded/8446769_Need_To_Feel_Loved_feat._Delline_Bass_(Seb_Fontaine_&_Jay_P's_Type_Remix).aiff	-0.1
/Users/zachvp/Music/DJ/Motohiro Kawashima - Streets of Rage 4 - 34 Staff Roll.aiff	/Users/zachvp/Music/conversion output/re-encoded/Motohiro Kawashima - Streets of Rage 4 - 34 Staff Roll.aiff	0.01
/Users/zachvp/Music/DJ/8315360_Just_Ride_(Original_Mix).aiff	/Users/zachvp/Music/conversion output/re-encoded/8315360_Just_Ride_(Original_Mix).aiff	-0.08
/Users/zachvp/Music/DJ/YokoO & Atish - Atman.aiff	/Users/zachvp/Music/conversion output/re-encoded/YokoO & Atish - Atman.aiff	0.03
/Users/zachvp/Music/DJ/Frankyeffe - Seriousness (Industrialyzer Re.aiff	/Users/zachvp/Music/conversion output/re-encoded/Frankyeffe - Seriousness (Industrialyzer Re.aiff	-0.02
/Users/zachvp/Music/DJ/Eagles & Butterflies - Abstract - 01 We Get High feat. J.U.D.G.E.aiff	/Users/zachvp/Music/conversion output/re-encoded/Eagles & Butterflies - Abstract - 01 We Get High feat. J.U.D.G.E.aiff	-0.69
/Users/zachvp/Music/DJ/11643214_That_Party_(Original_Mix).aiff	/Users/zachvp/Music/conversion output/re-encoded/11643214_That_Party_(Original_Mix).aiff	-0.78
/Users/zachvp/Music/DJ/Amber Long, Kastis Torrau - Menace (Origina.aiff	/Users/zachvp/Music/conversion output/re-encoded/Amber Long, Kastis Torrau - Menace (Origina.aiff	-0.46
/Users/zachvp/Music/DJ/Love Spirals Downwards - City Moon.aiff	/Users/zachvp/Music/conversion output/re-encoded/Love Spirals Downwards - City Moon.aiff	0.02
/Users/zachvp/Music/DJ/Steve O'Sullivan - Downlink - Arrival (Remastered).aiff	/Users/zachvp/Music/conversion output/re-encoded/Steve O'Sullivan - Downlink - Arrival (Remastered).aiff	0.03
/Users/zachvp/Music/DJ/Eagles & Butterflies - Abstract - 04 Same Place Same Time.aiff	/Users/zachvp/Music/conversion output/re-encoded/Eagles & Butterflies - Abstract - 04 Same Place Same Time.aiff	-0.68
/Users/zachvp/Music/DJ/Kahil El'Zabar Quartet - A Time for Healing.aiff	/Users/zachvp/Music/conversion output/re-encoded/Kahil El'Zabar Quartet - A Time for Healing.aiff	-0.12
/Users/zachvp/Music/DJ/Fred P - Enter the Dancefloor - 02 In the Mood.aiff	/Users/zachvp/Music/conversion output/re-encoded/Fred P - Enter the Dancefloor - 02 In the Mood.aiff	-0.21
/Users/zachvp/Music/DJ/17924404_Detroit_(Original_Mix).aiff	/Users/zachvp/Music/conversion output/re-encoded/17924404_Detroit_(Original_Mix).aiff	-2.41
/Users/zachvp/Music/DJ/4872692_Gun_Finga_(Original_Mix).aiff	/Users/zachvp/Music/conversion output/re-encoded/4872692_Gun_Finga_(Original_Mix).aiff	-0.13
/Users/zachvp/Music/DJ/10 Numbers [Spektrum Remix].aiff	/Users/zachvp/Music/conversion output/re-encoded/10 Numbers [Spektrum Remix].aiff	-1.17
